WORD COUNT,WORD,TRANSLITERATION,TRANSLATION
2,единадесет,edinadeset,
2,продава,prodava,
2,покрие,pokrie,
2,Прочетох,Prochetoh,
2,уводните,uvodnite,
2,узная,uznaya,
2,съдържащи,sadarzhashti,
2,появяване,poyavyavane,
2,очертава,ochertava,
2,крайъгълният,krayagalniyat,
2,поискано,poiskano,
2,възкликва,vazklikva,
2,водил,vodil,
2,прегръдка,pregradka,
2,стръмен,stramen,
2,мозъчна,mozachna,
2,празната,praznata,
2,болезнен,boleznen,
2,рехабилитация,rehabilitatsiya,
2,нестихваща,nestihvashta,
2,Гласовете,Glasovete,
2,обуславя,obuslavya,
2,спасим,spasim,
2,сладкия,sladkiya,
2,идат,idat,
2,спасение19,spasenie19,
2,тъжно,tazhno,
2,спуска,spuska,
2,Осъзнал,Osaznal,
2,вреди,vredi,
2,ребрата,rebrata,
2,роба,roba,
2,простря,prostrya,
2,прославих,proslavih,
2,дългоочакваният,dalgoochakvaniyat,
2,кулминацията,kulminatsiyata,
2,изопачено,izopacheno,
2,нас6,nas6,
2,позволя,pozvolya,
2,Христос18,Hristos18,
2,съдържаща,sadarzhashta,
2,всеобхватно,vseobhvatno,
2,Зиезрам,Ziezram,
2,наранил,naranil,
2,процесът,protsesat,
2,Спасителя26,Spasitelya26,
2,насърчавали,nasarchavali,
2,заглавната,zaglavnata,
2,Краят,Krayat,
2,1987,1987,
2,обезсърчаващо,obezsarchavashto,
2,неотменна,neotmenna,
2,предлагаше,predlagashe,
2,Размерът,Razmerat,
2,обичният,obichniyat,
2,преживяваха,prezhivyavaha,
2,по-сериозен,po-seriozen,
2,даващия,davashtiya,
2,младши,mladshi,
2,спомни,spomni,
2,ти…,ti…,
2,драматично,dramatichno,
2,вложа,vlozha,
2,меко,meko,
2,привлека,privleka,
2,спомняше,spomnyashe,
2,осъждаме,osazhdame,
2,отглеждаме,otglezhdame,
2,обижда,obizhda,
2,лишаваме,lishavame,
2,остан,ostan,
2,спомняйте,spomnyayte,
2,изличи,izlichi,
2,реша,resha,
2,по-здрав,po-zdrav,
2,превързва,prevarzva,
2,лекува,lekuva,
2,могъщо,mogashto,
2,Написана,Napisana,
2,Соу,Sou,
2,Поло,Polo,
2,използвал,izpolzval,
2,изучаваното,izuchavanoto,
2,отекваха,otekvaha,
2,давай,davay,
2,представено,predstaveno,
2,най-ясно,nay-yasno,
2,ближни20,blizhni20,
2,живот25,zhivot25,
2,пока,poka,
2,ка,ka,
2,алкохола,alkohola,
2,заклет,zaklet,
2,пушач,pushach,
2,Пълновременните,Palnovremennite,
2,практически,prakticheski,
2,развие,razvie,
2,полагах,polagah,
2,потапяте,potapyate,
2,1847,1847,
2,опознаване,opoznavane,
2,равно,ravno,
2,забива,zabiva,
2,бастуна,bastuna,
2,присъстващите,prisastvashtite,
2,север,sever,
2,1851,1851,
2,1853,1853,
2,шествие,shestvie,
2,водено,vodeno,
2,храм…,hram…,
2,мебели,mebeli,
2,почистването,pochistvaneto,
2,вътрешните,vatreshnite,
2,завършването,zavarshvaneto,
2,сеизмични,seizmichni,
2,приложи,prilozhi,
2,Очаква,Ochakva,
2,почитан,pochitan,
2,вгледаме,vgledame,
2,широки,shiroki,
2,стабилни,stabilni,
2,изградено,izgradeno,
2,Гледам,Gledam,
2,ефесяните,efesyanite,
2,омъжи,omazhi,
2,различи,razlichi,
2,фраза,fraza,
2,детайлите,detaylite,
2,задал,zadal,
2,Усещала,Useshtala,
2,избера,izbera,
2,Мъж,Mazh,
2,Валя,Valya,
2,валя,valya,
2,прилив,priliv,
2,заля,zalya,
2,намаза,namaza,
2,приличаме,prilichame,
2,наравно,naravno,
2,Псалми,Psalmi,
2,висините,visinite,
2,спас,spas,
2,явяване,yavyavane,
2,връхлитащи,vrahlitashti,
2,ходатай,hodatay,
2,вяра21,vyara21,
2,пълнят,palnyat,
2,накратко,nakratko,
2,припомним,pripomnim,
2,скакалци,skakaltsi,
2,непрогледна,neprogledna,
2,първородните,parvorodnite,
2,домакинства,domakinstva,
2,подминава,podminava,
2,крайник,kraynik,
2,косъм,kosam,
2,претърпели,pretarpeli,
2,Покайваме,Pokayvame,
2,празнуваме,praznuvame,
2,възкресена,vazkresena,
2,нозе,noze,
2,пеейки,peeyki,
2,смирена,smirena,
2,Липсата,Lipsata,
2,опитваха,opitvaha,
2,точния,tochniya,
2,премахнете,premahnete,
2,поставих,postavih,
2,заслужаваме,zasluzhavame,
2,7:7–8,7:7–8,
2,пълните,palnite,
2,пожелават,pozhelavat,
2,неуверени,neuvereni,
2,участвайки,uchastvayki,
2,смиряваща,smiryavashta,
2,привилегировани,privilegirovani,
2,басейна,baseyna,
2,живеейки,zhiveeyki,
2,извършвам,izvarshvam,
2,3:7,3:7,
2,седим,sedim,
2,Наш,Nash,
2,истинната,istinnata,
2,прегръдки,pregradki,
2,изобилие,izobilie,
2,зеленчуци,zelenchutsi,
2,доказали,dokazali,
2,гражданското,grazhdanskoto,
2,положителното,polozhitelnoto,
2,изчезва,izchezva,
2,образец,obrazets,
2,Предавам,Predavam,
2,доминира,dominira,
2,Другият,Drugiyat,
2,отзад,otzad,
2,съвместна,savmestna,
2,съчетават,sachetavat,
2,пом,pom,
2,агаме,agame,
2,описвам,opisvam,
2,проведено,provedeno,
2,тържествена,tarzhestvena,
2,извеждането,izvezhdaneto,
2,северните,severnite,
2,засвидетелства,zasvidetelstva,
2,поразена,porazena,
2,Фийлдинг,Fiylding,
2,заминат,zaminat,
2,чужбина,chuzhbina,
2,Възстановена,Vazstanovena,
2,архиви,arhivi,
2,изглеждала,izglezhdala,
2,далечното,dalechnoto,
2,блестящи,blestyashti,
2,дублирането,dubliraneto,
2,компютрите,kompyutrite,
2,избягване,izbyagvane,
2,обикват,obikvat,
2,компютри,kompyutri,
2,Избрах,Izbrah,
2,упълномощаване,upalnomoshtavane,
2,свещеническия,sveshtenicheskiya,
2,идеалните,idealnite,
2,13:22,13:22,
2,разкривани,razkrivani,
2,14:7–8,14:7–8,
2,отклонява,otklonyava,
2,14:16,14:16,
2,междупланинския,mezhduplaninskiya,
2,близки1,blizki1,
2,домейните,domeynite,
2,неволно,nevolno,
2,Христос4,Hristos4,
2,невиждан,nevizhdan,
2,символа,simvola,
2,мраморната,mramornata,
2,протягащ,protyagasht,
2,Символично,Simvolichno,
2,арка,arka,
2,излизащ,izlizasht,
2,свързвали,svarzvali,
2,най-важният,nay-vazhniyat,
2,коронавируса,koronavirusa,
2,датира,datira,
2,окови,okovi,
2,безспирно,bezspirno,
2,видеото,videoto,
2,присъединиха,prisaediniha,
2,полагащите,polagashtite,
2,укрепне,ukrepne,
2,замисъл,zamisal,
2,заключителната,zaklyuchitelnata,
2,вдъхновявало,vdahnovyavalo,
2,свидетелствайки,svidetelstvayki,
2,подготвящи,podgotvyashti,
2,осветих,osvetih,
2,изтичах,iztichah,
2,областите,oblastite,
2,хълмът,halmat,
2,утвърди,utvardi,
2,стекат,stekat,
2,свързали,svarzali,
2,изрекъл,izrekal,
2,2002,2002,
2,пя,pya,
2,крале,krale,
2,срещали,sreshtali,
2,асоциация,asotsiatsiya,
2,цветнокожите,tsvetnokozhite,
2,Катар,Katar,
2,Световната,Svetovnata,
2,великолепни,velikolepni,
2,посрещнем,posreshtnem,
2,гоненията,goneniyata,
2,клевети,kleveti,
2,величаво,velichavo,
2,прозвучи,prozvuchi,
2,по-съзнателни,po-saznatelni,
2,хапнем,hapnem,
2,великолепния,velikolepniya,
2,нахрани,nahrani,
2,възторжен,vaztorzhen,
2,Май,May,
2,нахраня,nahranya,
2,размахвах,razmahvah,
2,непозната,nepoznata,
2,канавката,kanavkata,
2,стъпи,stapi,
2,тежката,tezhkata,
2,обувка,obuvka,
2,успяхме,uspyahme,
2,по-светъл,po-svetal,
2,им2,im2,
2,считана,schitana,
2,отхвърлена,othvarlena,
2,заговаря,zagovarya,
2,седял,sedyal,
2,съотборничките,saotbornichkite,
2,презентация,prezentatsiya,
2,Казала,Kazala,
2,вероятността,veroyatnostta,
2,приключила,priklyuchila,
2,Преместих,Premestih,
2,умножава,umnozhava,
2,Представихме,Predstavihme,
2,Чанинг,Chaning,
2,суров,surov,
2,господар,gospodar,
2,студен,studen,
2,предопределил,predopredelil,
2,обрекъл,obrekal,
2,завладяват,zavladyavat,
2,изпрат,izprat,
2,величествения,velichestveniya,
2,изцеляване,iztselyavane,
2,ужасното,uzhasnoto,
2,наследя,nasledya,
2,барака,baraka,
2,напразни,naprazni,
2,по-малък,po-malak,
2,икономики,ikonomiki,
2,изгубилите,izgubilite,
2,училища,uchilishta,
2,съкровени,sakroveni,
2,смисълът,smisalat,
2,описващи,opisvashti,
2,северен,severen,
2,отговаряно,otgovaryano,
2,бог,bog,
2,активизъм,aktivizam,
2,порти,porti,
2,тоз,toz,
2,пламъците,plamatsite,
2,бушуващи,bushuvashti,
2,чезне,chezne,
2,неразривно,nerazrivno,
2,Йоханесбург,Yohanesburg,
2,записвани,zapisvani,
2,Даровете,Darovete,
2,изминаване,izminavane,
2,слага,slaga,
2,ста,sta,
2,назовава,nazovava,
2,присъствие…,prisastvie…,
2,съобщава,saobshtava,
2,разкрия,razkriya,
2,е…,e…,
2,върже,varzhe,
2,строим,stroim,
2,влизаме,vlizame,
2,Слуш,Slush,
2,изваждат,izvazhdat,
2,побеждаваме,pobezhdavame,
2,приемайки,priemayki,
2,изумителни,izumitelni,
2,изграждани,izgrazhdani,
2,езиците,ezitsite,
2,ускоряването,uskoryavaneto,
2,увеличение,uvelichenie,
2,удивляваме,udivlyavame,
2,темпо,tempo,
2,дадената,dadenata,
2,предоставяме,predostavyame,
2,Изграждането,Izgrazhdaneto,
2,Небесното,Nebesnoto,
2,планирали,planirali,
2,Земетресения,Zemetreseniya,
2,увеличаващия,uvelichavashtiya,
2,Откровения,Otkroveniya,
2,класическите,klasicheskite,
2,известност,izvestnost,
2,Непрестанно,Neprestanno,
2,предпочели,predpocheli,
2,добро7,dobro7,
2,самоувереност,samouverenost,
2,Изобилие,Izobilie,
2,поставило,postavilo,
2,разрушения,razrusheniya,
2,обмислени,obmisleni,
2,временните,vremennite,
2,наложени,nalozheni,
2,ежедневна,ezhednevna,
2,питахме,pitahme,
2,гранит,granit,
2,автори,avtori,
2,записах,zapisah,
2,пролетна,proletna,
2,изгубена,izgubena,
2,Западното,Zapadnoto,
2,полукълбо,polukalbo,
2,Свидетелстваме,Svidetelstvame,
2,триумфално,triumfalno,
2,медиите,mediite,
2,кърпичка,karpichka,
2,осанна,osanna,
2,изправите,izpravite,
2,Чухме,Chuhme,
2,1:17,1:17,
2,Наричан,Narichan,
2,ът,at,
2,разкрит,razkrit,
2,напреднали,naprednali,
2,определените,opredelenite,
2,Цялото,Tsyaloto,
2,воювали,voyuvali,
2,друговерците,drugovertsite,
2,юдеин,yudein,
2,езичник,ezichnik,
2,предупреждават,preduprezhdavat,
2,правия,praviya,
2,неизбежното,neizbezhnoto,
2,акцент,aktsent,
2,придобили,pridobili,
2,отличава,otlichava,
2,неправедните,nepravednite,
2,убедил,ubedil,
2,подготвял,podgotvyal,
2,по-старши,po-starshi,
2,предупреждавам,preduprezhdavam,
2,водена,vodena,
2,стандартни,standartni,
2,основополагащи,osnovopolagashti,
2,съществените,sashtestvenite,
2,най-въздействащото,nay-vazdeystvashtoto,
2,свидетелствах,svidetelstvah,
2,участващите,uchastvashtite,
2,сърдечното,sardechnoto,
2,разбрани,razbrani,
2,Приятелите,Priyatelite,
2,Лично,Lichno,
2,Лични,Lichni,
2,Напътствия,Napatstviya,
2,знаещ,znaesht,
2,50-те,50-te,
2,четвърти,chetvarti,
2,давах,davah,
2,пожарната,pozharnata,
2,колегите,kolegite,
2,разменяме,razmenyame,
2,протича,proticha,
2,осигурено,osigureno,
2,преминал,preminal,
2,отделния,otdelniya,
2,укрепващо,ukrepvashto,
2,пречистващо,prechistvashto,
2,11:28–30,11:28–30,
2,24:14–15,24:14–15,
2,безсмислени,bezsmisleni,
2,121:7–8,121:7–8,
2,донасящо,donasyashto,
2,напротив,naprotiv,
2,общение,obshtenie,
2,4:12–13,4:12–13,
2,Радост,Radost,
2,82,82,
2,Hymns,Hymns,
2,no,no,
2,Влез,Vlez,
2,господаря,gospodarya,
2,безгрешна,bezgreshna,
2,отчаяните,otchayanite,
2,безбройни,bezbroyni,
2,Медицински,Meditsinski,
2,сблъскат,sblaskat,
2,набор,nabor,
2,Поканете,Pokanete,
2,наранените,naranenite,
2,шумни,shumni,
2,нас9,nas9,
2,ядосват,yadosvat,
2,намерете,namerete,
2,постигате,postigate,
2,Важните,Vazhnite,
2,осъзнаване,osaznavane,
2,уютно,uyutno,
2,реклама,reklama,
2,Кения,Keniya,
2,собственици,sobstvenitsi,
2,характеристика,harakteristika,
2,създайте,sazdayte,
2,живеещите,zhiveeshtite,
2,ужасите,uzhasite,
2,гради,gradi,
2,рамка,ramka,
2,по-безопасни,po-bezopasni,
2,поправят,popravyat,
2,Основите,Osnovite,
2,отделим,otdelim,
2,преминаваше,preminavashe,
2,Областното,Oblastnoto,
2,Следващият,Sledvashtiyat,
2,сериозността,serioznostta,
2,посещаващи,poseshtavashti,
2,света12,sveta12,
2,съгради,sagradi,
2,дизайнер,dizayner,
2,наложително,nalozhitelno,
2,дъщерята,dashteryata,
2,Хилтън,Hiltan,
2,крият,kriyat,
2,празненства,praznenstva,
2,училищни,uchilishtni,
2,мероприятия,meropriyatiya,
2,кръщенията,krashteniyata,
2,налагаше,nalagashe,
2,входната,vhodnata,
2,отслужим,otsluzhim,
2,избягаме,izbyagame,
2,инструмента,instrumenta,
2,Шей,Shey,
2,прочетеш,prochetesh,
2,стигнал,stignal,
2,Недей,Nedey,
2,запалката,zapalkata,
2,прибрал,pribral,
2,пети,peti,
2,прекратяване,prekratyavane,
2,обещаният,obeshtaniyat,
2,представихме,predstavihme,
2,визуално,vizualno,
2,Следващата,Sledvashtata,
2,Последователните,Posledovatelnite,
2,предвижда,predvizhda,
2,напоследък,naposledak,
2,угнетявани,ugnetyavani,
2,подкрепиш,podkrepish,
2,зов,zov,
2,използвайте,izpolzvayte,
2,Флорида,Florida,
2,Дубай,Dubay,
2,народна,narodna,
2,архитекти,arhitekti,
2,посещаваха,poseshtavaha,
2,Хонконг,Honkong,
2,влизането,vlizaneto,
2,записване,zapisvane,
2,благословят,blagoslovyat,
2,присъединявам,prisaedinyavam,
2,Насред,Nasred,
2,Работата,Rabotata,
2,Грижа,Grizha,
2,поискат,poiskat,
2,работих,rabotih,
2,Най-важната,Nay-vazhnata,
2,тестовете,testovete,
2,оценим,otsenim,
2,Създателят,Sazdatelyat,
2,проверката,proverkata,
2,ходил,hodil,
2,ценните,tsennite,
2,вируси,virusi,
2,Честно,Chestno,
2,неразумни,nerazumni,
2,неразумните,nerazumnite,
2,вик,vik,
2,младоженецът,mladozhenetsat,
2,посрещнете,posreshtnete,
2,Дайте,Dayte,
2,купете,kupete,
2,влязоха,vlyazoha,
2,затвори,zatvori,
2,Господарю,Gospodaryu,
2,Отвори,Otvori,
2,записките,zapiskite,
2,Бащата,Bashtata,
2,Откровено,Otkroveno,
2,опечалени,opechaleni,
2,докажат,dokazhat,
2,съб,sab,
2,поканихме,pokanihme,
2,поляризация,polyarizatsiya,
2,течението,techenieto,
2,пропаст,propast,
2,Над,Nad,
2,изкачване,izkachvane,
2,чудодейната,chudodeynata,
2,по-завършени,po-zavarsheni,
2,секта,sekta,
2,връх,vrah,
2,постижима,postizhima,
2,съчетано,sachetano,
2,желаните,zhelanite,
2,по-слаби,po-slabi,
2,проявявам,proyavyavam,
2,прям,pryam,
2,разказах,razkazah,
2,милостива,milostiva,
2,дейността,deynostta,
2,придобиете,pridobiete,
2,озовем,ozovem,
2,Иначе,Inache,
2,младежът,mladezhat,
2,излязъл,izlyazal,
2,прогледне,progledne,
2,коне,kone,
2,доверите,doverite,
2,ние…,nie…,
2,рибари,ribari,
2,утеснение,utesnenie,
2,разпознал,razpoznal,
2,натоварения,natovareniya,
2,автоматичен,avtomatichen,
2,разглеждане,razglezhdane,
2,озовах,ozovah,
2,котешка,koteshka,
2,забележа,zabelezha,
2,Розлин,Rozlin,
2,плашеща,plasheshta,
2,седиш,sedish,
2,нуждаела,nuzhdaela,
2,помогнала,pomognala,
2,най-необходимото,nay-neobhodimoto,
2,повратен,povraten,
2,200-годишната,200-godishnata,
2,Харесвам,Haresvam,
2,Генерал,General,
2,придружават,pridruzhavat,
2,приготвя,prigotvya,
2,готви,gotvi,
2,понятие,ponyatie,
2,покварата,pokvarata,
2,учтивост,uchtivost,
2,расово,rasovo,
2,етническо,etnichesko,
2,оазис,oazis,
2,постановил,postanovil,
2,Въведението,Vavedenieto,
2,прогонват,progonvat,
2,застрашени,zastrasheni,
2,виждания,vizhdaniya,
2,противопоставящи,protivopostavyashti,
2,гласят,glasyat,
2,Нас,Nas,
2,юдейска,yudeyska,
2,умножават,umnozhavat,
2,спънки,spanki,
2,езичниците,ezichnitsite,
2,кожа,kozha,
2,местоживеенето,mestozhiveeneto,
2,моделът,modelat,
2,сплотяват,splotyavat,
2,Дойдоха,Doydoha,
2,извисяват,izvisyavat,
2,Посещаването,Poseshtavaneto,
2,фасадата,fasadata,
2,Споменах,Spomenah,
2,препоръчан,preporachan,
2,Храмовата,Hramovata,
2,карта,karta,
2,документ,dokument,
2,спазващ,spazvasht,
2,споровете,sporovete,
2,1846,1846,
2,неизвестното,neizvestnoto,
2,служещите,sluzheshtite,
2,вдъхновеното,vdahnovenoto,
2,запита,zapita,
2,препоръки,preporaki,
2,проучваме,prouchvame,
2,отдел,otdel,
2,чувах,chuvah,
2,лятото,lyatoto,
2,преминаха,preminaha,
2,мирните,mirnite,
2,демократично,demokratichno,
2,политики,politiki,
2,обсъждат,obsazhdat,
2,благославяйте,blagoslavyayte,
2,проклинат,proklinat,
2,ония,oniya,
2,жестокостите,zhestokostite,
2,революционни,revolyutsionni,
2,самодисциплина,samodistsiplina,
2,уловят,ulovyat,
2,Цезар,Tsezar,
2,Отдавайте,Otdavayte,
2,цезаревото,tsezarevoto,
2,спорим,sporim,
2,гневът,gnevat,
2,предадеш,predadesh,
2,излъчваме,izlachvame,
2,разширяваме,razshiryavame,
2,подчинявайте,podchinyavayte,
2,поданици,podanitsi,
2,управници,upravnitsi,
2,американски,amerikanski,
2,крайност,kraynost,
2,потисничество,potisnichestvo,
2,безразличие,bezrazlichie,
2,мълчание,malchanie,
2,поддръжници,poddrazhnitsi,
2,незаконни,nezakonni,
2,щети,shteti,
2,подривна,podrivna,
2,революция,revolyutsiya,
2,анархия,anarhiya,
2,Ейбрахам,Eybraham,
2,Линкълн,Linkaln,
2,поправяне,popravyane,
2,премахването,premahvaneto,
2,американци,amerikantsi,
2,латиноамериканци,latinoamerikantsi,
2,азиатци,aziattsi,
2,Съедините,Saedinite,
2,етнически,etnicheski,
2,племенни,plemenni,
2,обединяващи,obedinyavashti,
2,Двама,Dvama,
2,Йейл,Yeyl,
2,разногласия,raznoglasiya,
2,външната,vanshnata,
2,политика,politika,
2,съюзници,sayuznitsi,
2,Енрике,Enrike,
2,Желаещите,Zhelaeshtite,
2,Дeйвийс,Deyviys,
2,Уодъл,Uodal,
2,Освалдо,Osvaldo,
2,Патрицио,Patritsio,
2,Гиуфра,Giufra,
2,Морисън,Morisan,
2,Питърсън,Pitarsan,
2,Алексей,Aleksey,
2,Дейвийс,Deyviys,
2,2030,2030,
2,просперитет,prosperitet,
2,равенство,ravenstvo,
2,устойчивите,ustoychivite,
2,процъфтяващо,protsaftyavashto,
2,Градът,Gradat,
2,Святостта,Svyatostta,
2,високите,visokite,
2,удивителното,udivitelnoto,
2,гарантирана,garantirana,
2,разпадне,razpadne,
2,загърби,zagarbi,
2,делят,delyat,
2,зачитаме,zachitame,
2,добродетелите,dobrodetelite,
2,Присъствието,Prisastvieto,
2,по-осезаемо,po-osezaemo,
2,преживяха,prezhivyaha,
2,католик,katolik,
2,заслужавам,zasluzhavam,
2,добродетелен,dobrodetelen,
2,съгласим,saglasim,
2,озарен,ozaren,
2,ефектът,efektat,
2,съгласието,saglasieto,
2,абортите,abortite,
2,горчивите,gorchivite,
2,нарастващ,narastvasht,
2,училищата,uchilishtata,
2,посвещава,posveshtava,
2,измисля,izmislya,
2,обществата,obshtestvata,
2,крайни,krayni,
2,съвременната,savremennata,
2,закопчее,zakopchee,
2,ризата,rizata,
2,Гледах,Gledah,
2,символите,simvolite,
2,подтикнало,podtiknalo,
2,товари,tovari,
2,простата,prostata,
2,Living,Living,
2,оправи,opravi,
2,стараете,staraete,
2,трайната,traynata,
2,булката,bulkata,
2,подредени,podredeni,
2,сприятеляват,spriyatelyavat,
2,безуспешно,bezuspeshno,
2,Къщата,Kashtata,
2,изгоряла,izgoryala,
2,местното,mestnoto,
2,потвърдена,potvardena,
2,разпръснатите,razprasnatite,
2,x,x,
2,прославен,proslaven,
2,неизвестен,neizvesten,
2,Започвайки,Zapochvayki,
2,Настоящите,Nastoyashtite,
2,родните,rodnite,
2,вдигнаха,vdignaha,
2,Църковната,Tsarkovnata,
2,преживяното,prezhivyanoto,
2,Свещеническата,Sveshtenicheskata,
2,самостоятелност,samostoyatelnost,
2,Югоизточна,Yugoiztochna,
2,съученик,sauchenik,
2,най-мрачните,nay-mrachnite,
2,общностите,obshtnostite,
2,шумен,shumen,
2,дърветата,darvetata,
2,предотвратява,predotvratyava,
2,бежанците,bezhantsite,
2,хигиенни,higienni,
2,чакащи,chakashti,
2,ограниченията,ogranicheniyata,
2,връщах,vrashtah,
2,полетите,poletite,
2,присъствам,prisastvam,
2,местно,mestno,
2,викам,vikam,
2,бедствията,bedstviyata,
2,Египетска,Egipetska,
2,настана,nastana,
2,работни,rabotni,
2,здравни,zdravni,
2,правни,pravni,
2,присъщо,prisashto,
2,състрадателния,sastradatelniya,
2,обезпечавам,obezpechavam,
2,изготвяне,izgotvyane,
2,поместване,pomestvane,
2,финансите,finansite,
2,напрегнати,napregnati,
2,преживените,prezhivenite,
2,белота,belota,
2,превъзхождаща,prevazhozhdashta,
2,непоносима,neponosima,
2,извик,izvik,
2,гърбове,garbove,
2,вкусим,vkusim,
2,потопи,potopi,
2,състрадателни,sastradatelni,
2,великолепие,velikolepie,
2,разпръснати,razprasnati,
2,Човечеството,Chovechestvoto,
2,гордее,gordee,
2,научено,naucheno,
2,универсален,universalen,
2,доземно,dozemno,
2,сътворен,satvoren,
2,случайност,sluchaynost,
2,управлявана,upravlyavana,
2,пълноправни,palnopravni,
2,добавят,dobavyat,
2,най-старата,nay-starata,
2,оригиналната,originalnata,
2,враждебно,vrazhdebno,
2,Бригам,Brigam,
2,пясъчник,pyasachnik,
2,напукани,napukani,
2,неподходящи,nepodhodyashti,
2,Съмнявам,Samnyavam,
2,Възхищаваме,Vazhishtavame,
2,семена,semena,
2,заживя,zazhivya,
2,Младият,Mladiyat,
2,продаден,prodaden,
2,представата,predstavata,
2,изпитващи,izpitvashti,
2,тепърва,teparva,
2,висини,visini,
2,механични,mehanichni,
2,Съсредоточаваме,Sasredotochavame,
2,имащо,imashto,
2,Отначало,Otnachalo,
2,Норвегия,Norvegiya,
2,пристигнала,pristignala,
2,възкликнала,vazkliknala,
2,вглъбени,vglabeni,
2,заслужа,zasluzha,
2,братче,bratche,
2,щедър,shtedar,
2,можело,mozhelo,
2,Часове,Chasove,
2,продължил,prodalzhil,
2,безсилна,bezsilna,
2,душевни,dushevni,
2,Мислете,Mislete,
2,дружелюбни,druzhelyubni,
2,заместим,zamestim,
2,хвърлим,hvarlim,
2,Речта,Rechta,
2,пътувал,patuval,
2,градчета,gradcheta,
2,дарили,darili,
2,състезанието,sastezanieto,
2,гребец,grebets,
2,Различията,Razlichiyata,
2,лошото,loshoto,
2,нараняващи,naranyavashti,
2,индивидуалните,individualnite,
2,Крейвън,Kreyvan,
2,дълготрайни,dalgotrayni,
2,пазара,pazara,
2,продукта,produkta,
2,ресто,resto,
2,длъжни,dlazhni,
2,облагодетелства,oblagodetelstva,
2,заявявайки,zayavyavayki,
2,Устояваме,Ustoyavame,
2,връщам,vrashtam,
2,Ежедневните,Ezhednevnite,
2,трансформиращата,transformirashtata,
2,сянката,syankata,
2,мислила,mislila,
2,камъче,kamache,
2,поправяме,popravyame,
2,Съпругът,Saprugat,
2,прах,prah,
2,донесоха,donesoha,
2,мине,mine,
2,успяха,uspyaha,
2,натоварят,natovaryat,
2,колелца,koleltsa,
2,управителят,upravitelyat,
2,настоя,nastoya,
2,счупени,schupeni,
2,причинено,prichineno,
2,изцелено,iztseleno,
2,всекидневните,vsekidnevnite,
2,лекота,lekota,
2,4:18,4:18,
2,пепелта,pepelta,
2,славния,slavniya,
2,ужасните,uzhasnite,
2,живелите,zhivelite,
2,разкритото,razkritoto,
2,завеса,zavesa,
2,разтърсят,raztarsyat,
2,отгледали,otgledali,
2,Макконки,Makkonki,
2,поквара,pokvara,
2,основан,osnovan,
2,обърната,obarnata,
2,Албъкърки,Albakarki,
2,смекчаване,smekchavane,
2,насърчаван,nasarchavan,
2,Неслучайно,Nesluchayno,
2,мото,moto,
2,обещали,obeshtali,
2,коринтяните,korintyanite,
2,отчайваме,otchayvame,
2,уверения,uvereniya,
2,Съм,Sam,
2,съпътстват,sapatstvat,
2,по-тежко,po-tezhko,
2,най-възрастните,nay-vazrastnite,
2,предшествениците,predshestvenitsite,
2,твои,tvoi,
2,укрепят,ukrepyat,
2,Голямото,Golyamoto,
2,установили,ustanovili,
2,98,98,
2,отсъства,otsastva,
2,загрижено,zagrizheno,
2,Същевременно,Sashtevremenno,
2,направлявам,napravlyavam,
2,Царството,Tsarstvoto,
2,разтресат,raztresat,
2,6:34,6:34,
2,провалите,provalite,
2,направихте,napravihte,
2,обезпокоителни,obezpokoitelni,
2,примират,primirat,
2,точната,tochnata,
2,сериозните,serioznite,
2,удивителна,udivitelna,
2,предприемете,predpriemete,
2,подготвеност,podgotvenost,
2,нефитските,nefitskite,
2,по-многобройни,po-mnogobroyni,
2,Аналогично,Analogichno,
2,защитено,zashtiteno,
2,бивате,bivate,
2,популярните,populyarnite,
2,Получаването,Poluchavaneto,
2,създавате,sazdavate,
2,военни,voenni,
2,трусове,trusove,
2,синагоги,sinagogi,
2,изгубиха,izgubiha,
2,нарушени,narusheni,
2,разпалено,razpaleno,
2,мирен,miren,
2,кръстопът,krastopat,
2,ни5,ni5,
2,смиряваме,smiryavame,
2,безопасен,bezopasen,
2,богатите,bogatite,
2,сближават,sblizhavat,
2,въздействат,vazdeystvat,
2,увещавам,uveshtavam,
2,бюрото,byuroto,
2,проясни,proyasni,
2,Помощ,Pomosht,
2,Спаси,Spasi,
2,щат,shtat,
2,Галилейското,Galileyskoto,
2,заливат,zalivat,
2,Творец,Tvorets,
2,Мълчи,Malchi,
2,Утихни,Utihni,
2,тишина,tishina,
2,страхливи,strahlivi,
2,послушай,poslushay,
2,възлюбих,vazlyubih,
2,разбиват,razbivat,
2,незначителните,neznachitelnite,
2,обезсърчението,obezsarchenieto,
2,яваме,yavame,
2,потъвам,potavam,
2,ни2,ni2,
2,схване,shvane,
2,Метафорично,Metaforichno,
2,метален,metalen,
2,нежеланата,nezhelanata,
2,използвала,izpolzvala,
2,отрицателна,otritsatelna,
2,скиптър,skiptar,
2,завладени,zavladeni,
2,сладострастие,sladostrastie,
2,ярости,yarosti,
2,по-трайно,po-trayno,
2,позволил,pozvolil,
2,най-ценно,nay-tsenno,
2,поддаде,poddade,
2,повлияло,povliyalo,
2,нежелани,nezhelani,
2,хрумва,hrumva,
2,Служението,Sluzhenieto,
2,напомняния,napomnyaniya,
2,мисионерските,misionerskite,
2,смятах,smyatah,
2,Моника,Monika,
2,ходехме,hodehme,
2,поставяше,postavyashe,
