WORD COUNT,WORD,TRANSLITERATION,LEMMA,TRANSLATION
1,епископство,episkopstvo,епископство,
1,упълномощава,upalnomoshtava,упълномощава,
1,изразходването,izrazhodvaneto,изразходването,
1,Църковните,Tsarkovnite,църковен,
1,единици,edinitsi,единица,
1,изразходват,izrazhodvat,изразходвам,
1,съгласно,saglasno,съгласна,
1,одобрени,odobreni,одобря,
1,процедури,protseduri,процедура,
1,квалифицирани,kvalifitsirani,квалифицирани,
1,независим,nezavisim,независим,
1,отдели,otdeli,отдел,
1,разумна,razumna,разумен,
1,разходи,razhodi,разход,
1,опазването,opazvaneto,опазване,
1,активи,aktivi,актив,
1,Въз,Vaz,въз,
1,извършените,izvarshenite,извърша,
1,изразходваните,izrazhodvanite,изразходваните,
1,активите,aktivite,актив,
1,завеждани,zavezhdani,завеждам,
1,управлявани,upravlyavani,управлявам,
1,одобрените,odobrenite,одобря,
1,счетоводни,schetovodni,счетоводен,
1,практики,praktiki,практики,
1,харчи,harchi,харча,
1,бюджет,byudzhet,бюджет,
1,избягва,izbyagva,избягвам,
1,задлъжняването,zadlazhnyavaneto,задлъжняването,
1,спестява,spestyava,спестявам,
1,Предоставен,Predostaven,предоставен,
1,Отдел,Otdel,отдел,
1,Джаред,Dzhared,джаред,
1,Ларсън,Larsan,ларсън,
1,Управляващ,Upravlyavasht,управляващ,
1,т.е,t.e,т.е,
1,по-младите,po-mladite,млад,
1,използвам,izpolzvam,използвам,
1,нагледни,nagledni,нагледни,
1,материали,materiali,материал,
1,кри,kri,кри,
1,дьо,dyo,дьо,
1,кьор,kyor,кьор,
1,осемгодишна,osemgodishna,осемгодишна,
1,написан,napisan,напиша,
1,преведа,preveda,преведа,
1,епископе,episkope,епи́скоп,
1,опщата,opshtata,опщата,
1,конфиренция,konfirentsiya,конфиренция,
1,Скучна,Skuchna,скучен,
1,Пак,Pak,пак,
1,тряба,tryaba,тряба,
1,Гледаме,Gledame,гледам,
1,Искрино,Iskrino,искрино,
1,разочарова,razocharova,разочаровам,
1,пишеш,pishesh,пиша,
1,оплакваш,oplakvash,оплакваш,
1,Патрик,Patrik,патрик,
1,планета,planeta,планета,
1,обхваната,obhvanata,обхвана,
1,библейски,bibleyski,библейски,
1,размери,razmeri,размер,
1,стопира,stopira,стопирам,
1,спря,sprya,спра,
1,бруталността,brutalnostta,бруталността,
1,жестоката,zhestokata,жесток,
1,политическа,politicheska,политически,
1,международен,mezhdunaroden,международен,
1,мащаб,mashtab,мащаб,
1,съществуващите,sashtestvuvashtite,съществуващ,
1,икономически,ikonomicheski,икономически,
1,лишения,lisheniya,лишен,
1,мине,mine,мина,
1,унищожаване,unishtozhavane,унищожавам,
1,околната,okolnata,околен,
1,среда,sreda,среда,
1,стигне,stigne,стигна,
1,расово,rasovo,расово,
1,неравенство,neravenstvo,неравенство,
1,Такива,Takiva,такъв,
1,обезсърчаващи,obezsarchavashti,обезсърчаващи,
1,Чували,Chuvali,чувал,
1,младостта,mladostta,младост,
1,богатство,bogatstvo,богатство,
1,нашето…,nasheto…,нашето…,
1,поверяваме,poveryavame,поверяваме,
1,съдбата,sadbata,съдба,
1,разбираемо,razbiraemo,разбираем,
1,идеализмът,idealizmat,идеализмът,
1,намалял,namalyal,намаля,
1,Д-р,D-r,д-р,
1,Лори,Lori,лори,
1,професор,profesor,професор,
1,Йейл,Yeyl,йейл,
1,разработи,razraboti,разработя,
1,озаглавен,ozaglaven,озаглавя,
1,Психология,Psihologiya,психология,
1,въвеждането,vavezhdaneto,въвеждане,
1,четвърт,chetvart,четвърт,
1,общия,obshtiya,общ,
1,записаха,zapisaha,записаха,
1,Повече,Poveche,мно́го,
1,подкаст,podkast,подкаст,
1,Пишейки,Pisheyki,пиша,
1,журналист,zhurnalist,журналист,
1,умни,umni,умен,
1,копнеят,kopneyat,копнеят,
1,имали4,imali4,имали4,
1,Призивът,Prizivat,призивът,
1,Дарителя,Daritelya,дарителя,
1,дар5,dar5,дар5,
1,задълбочени,zadalbocheni,задълбочени,
1,заемат,zaemat,заема,
1,най-значимия,nay-znachimiya,най-значимия,
1,намиране,namirane,намиране,
1,вършене,varshene,вършене,
1,Ръсен,Rasen,ръсен,
1,предишни,predishni,предишен,
1,пее,pee,пея,
1,дисциплина,distsiplina,дисциплина,
1,накарали,nakarali,накарам,
1,звучим,zvuchim,звучим,
1,фалшиво,falshivo,фалшив,
1,пеем,peem,пея,
1,слънчевата,slanchevata,слънчев,
1,улицата,ulitsata,улица,
1,срещаме,sreshtame,срещам,
1,мрачно,mrachno,мрачен,
1,лошо,losho,лошо,
1,Знаете,Znaete,знам,
1,мото,moto,мото,
1,най-тъмно,nay-tamno,най-тъмен,
1,зловреден,zlovreden,зловреден,
1,жалко,zhalko,жалък,
1,избягаме,izbyagame,избягам,
1,бягаме,byagame,бягам,
1,изостави,izostavi,изоставя,
1,най-ценно,nay-tsenno,най-ценен,
1,притежание,pritezhanie,притежание,
1,завесата10,zavesata10,завесата10,
1,райони,rayoni,район,
1,клонове,klonove,клон,
1,познат,poznat,познат,
1,административна,administrativna,административен,
1,Хиляди,Hilyadi,хиляда,
1,пълнолетни,palnoletni,пълнолетни,
1,отслужват,otsluzhvat,отслужват,
1,покривайки,pokrivayki,покривайки,
1,разходите,razhodite,разход,
1,стари,stari,стар,
1,стичат,stichat,стичам,
1,разделен,razdelen,разделен,
1,разделение,razdelenie,разделение,
1,посочваме,posochvame,посочваме,
1,н,n,н,
1,ашата,ashata,ашата,
1,Ръководителите,Rakovoditelite,ръководител,
1,посветили,posvetili,посветили,
1,разрешени,razresheni,разрешен,
1,представляват,predstavlyavat,представлявам,
1,кръста,krasta,кръст,
1,следваме12,sledvame12,следваме12,
1,облак,oblak,облак,
1,денем,denem,дяна,
1,огнен,ognen,огнен,
1,стълб,stalb,стълб,
1,нощем,noshtem,нощем,
1,железен,zhelezen,железен,
1,прът,prat,прът,
1,порта,porta,порта,
1,извървим,izvarvim,извървим,
1,пътя13,patya13,пътя13,
1,харесвате,haresvate,харесвате,
1,броколи,brokoli,броколи,
1,посветете,posvetete,посветете,
1,свещ,svesht,свещ,
1,делото14,deloto14,делото14,
1,Правилно,Pravilno,правилно,
1,юдейският,yudeyskiyat,юдейският,
1,началник,nachalnik,началник,
1,Яир,Yair,яир,
1,12-годишната,12-godishnata,12-годишен,
1,лежи,lezhi,лежа,
1,одър,odar,одър,
1,забавя,zabavya,забавя,
1,угрижения,ugrizheniya,угрижения,
1,Дъщеря,Dashterya,дъщеря,
1,умря,umrya,умра,
1,затруднявай,zatrudnyavay,затруднявай,
1,Учителя,Uchitelya,учител,
1,отгов,otgov,отгов,
1,аря,arya,аря,
1,чувате,chuvate,чувам,
1,завършвам,zavarshvam,завършвам,
1,апостолско,apostolsko,апостолско,
1,посята,posyata,посята,
1,ви17,vi17,ви17,
1,най-скъпоценният,nay-skapotsenniyat,най-скъпоценният,
1,света19,sveta19,света19,
1,Единородният,Edinorodniyat,единородният,
1,откажат,otkazhat,откажа,
1,Ръководители,Rakovoditeli,ръководител,
1,съветници,savetnitsi,съветница,
1,бдителни,bditelni,бдителни,
1,признаци,priznatsi,признак,
1,загатва,zagatva,загатвам,
1,самонараняване,samonaranyavane,самонараняване,
1,Предлагайте,Predlagayte,предлагайте,
1,Изслушвайте,Izslushvayte,изслушвам,
1,Намесвайте,Namesvayte,намесвайте,
1,подходящо,podhodyashto,подходящ,
1,самоубийство,samoubiystvo,самоубийство,
1,категорично,kategorichno,категоричен,
1,облекчи,oblekchi,облекча,
1,причинявате,prichinyavate,причинявам,
1,пренебрегвайте,prenebregvayte,пренебрегвайте,
1,поставена,postavena,поставя,
1,Потърсете,Potarsete,потърсете,
1,унищожавайте,unishtozhavayte,унищожавам,
1,запазването,zapazvaneto,запазване,
1,По-силни,Po-silni,силен,
1,Човек,Chovek,човек,
1,намиращ,namirasht,намиращ,
1,по-тежки,po-tezhki,тежък,
1,познаем,poznaem,познаем,
1,извиква,izvikva,извиква,
1,Вървете,Varvete,вървя́,
1,Кураж,Kurazh,кураж,
1,победата,pobedata,победа,
1,ликуват,likuvat,ликуват,
1,извънредно,izvanredno,извънреден,
1,отнемайте,otnemayte,отнемайте,
1,по-зле,po-zle,по-зле,
1,интересуват,interesuvat,интересувам,
1,Чуваме,Chuvame,чувам,
1,изследователи,izsledovateli,изследовател,
1,оцелеят,otseleyat,оцелея,
1,Веднага,Vednaga,веднага,
1,британския,britanskiya,британски,
1,изследовател,izsledovatel,изследовател,
1,Ърнест,Arnest,ърнест,
1,кораба,koraba,кораб,
1,Ендюранс,Endyurans,ендюранс,
1,претърпяват,pretarpyavat,претърпяват,
1,арктическия,arkticheskiya,арктическия,
1,пуст,pust,пуст,
1,леден,leden,леден,
1,остров,ostrov,остров,
1,Необикновените,Neobiknovenite,необикновен,
1,умения,umeniya,умение,
1,несломимата,neslomimata,несломимата,
1,спасяват,spasyavat,спасявам,
1,най-суровите,nay-surovite,най-суров,
1,Аполо,Apolo,аполо,
1,устремени,ustremeni,устремени,
1,космоса,kosmosa,космос,
1,кацнат,katsnat,кацнат,
1,Луната,Lunata,луна,
1,авария,avariya,авария,
1,избухва,izbuhva,избухва,
1,резервоар,rezervoar,резервоар,
1,екипажът,ekipazhat,екипаж,
1,находчиво,nahodchivo,находчив,
1,импровизират,improvizirat,импровизирам,
1,върнат,varnat,върна,
1,астронавти,astronavti,астронавти,
1,удивителното,udivitelnoto,удивителното,
1,затворени,zatvoreni,затворен,
1,лагери,lageri,лагер,
1,героично,geroichno,героично,
1,запазили,zapazili,запазя,
1,вършили,varshili,вършили,
1,успявали,uspyavali,успявали,
1,устоят,ustoyat,устоят,
1,бихме,bihme,бия,
1,могли,mogli,мога,
1,екстремни,ekstremni,екстремен,
1,историите,istoriite,историите,
1,плачат,plachat,плача,
1,пренебрежение,prenebrezhenie,пренебрежение,
1,тормоз,tormoz,тормоз,
1,домашно,domashno,домашно,
1,катастрофално,katastrofalno,катастрофален,
1,обещаваща,obeshtavashta,обещавам,
1,стигнете,stignete,стигнете,
1,Единствения,Edinstveniya,единствен,
1,изстрадал,izstradal,изстрадал,
1,терзание,terzanie,терзание,
1,устоял,ustoyal,устоял,
1,преминавате1,preminavate1,преминавате1,
1,победил,pobedil,победя,
1,свят2,svyat2,свят2,
1,видите,vidite,видя,
1,заменени,zameneni,заменя,
1,отлъчи,otlachi,отлъчи,
1,Скръб,Skrab,скръб,
1,утеснение,utesnenie,утеснение,
1,голота,golota,голота,
1,победители,pobediteli,победител,
1,възлюбил,vazlyubil,възлюбил,
1,помните,pomnite,помня,
1,изучавате,izuchavate,изучавам,
1,заветния,zavetniya,заветния,
1,Смятам,Smyatam,смятам,
1,смаяни,smayani,смаяни,
1,въздействащите,vazdeystvashtite,въздействащите,
1,откри,otkri,открия,
1,бойте5,boyte5,бойте5,
1,избавя6,izbavya6,избавя6,
1,изоставя7,izostavya7,изоставя7,
1,ангелите,angelite,ангел,
1,вас8,vas8,вас8,
1,извърша,izvarsha,извърша,
1,чудни,chudni,чудни,
1,дела9,dela9,дела9,
1,учете,uchete,уча,
1,Мен10,Men10,мен10,
1,вас11,vas11,вас11,
1,мои12,moi12,мои12,
1,До,Do,до,
1,уверения,uvereniya,уверен,
1,направо,napravo,направо,
1,травмата,travmata,травмата,
1,причинена,prichinena,причиня,
1,жестоките,zhestokite,жесток,
1,изход,izhod,изход,
1,плачем,plachem,плача,
1,Копнеем,Kopneem,копнеем,
1,нараняване,naranyavane,наранявам,
1,потисничество,potisnichestvo,потисничество,
1,считате,schitate,считате,
1,виновни,vinovni,виновен,
1,заслужавате,zasluzhavate,заслужавам,
1,Можех,Mozheh,мога,
1,предотвратя,predotvratya,предотвратя,
1,непоправимо,nepopravimo,непоправимо,
1,погрешни,pogreshni,погрешен,
1,пречат,prechat,преча,
1,страдате,stradate,страдате,
1,потърсили,potarsili,потърсили,
1,мразите,mrazite,мразя,
1,Влиянието,Vliyanieto,влияние,
1,Надявате,Nadyavate,надя́вам се,
1,Вината,Vinata,вина,
1,насилникът,nasilnikat,насилникът,
1,жестокост,zhestokost,жестокост,
1,кръвосмешение,kravosmeshenie,кръвосмешение,
1,извращение,izvrashtenie,извращение,
1,причинил,prichinil,причиня,
1,заслужаващи,zasluzhavashti,заслужавам,
1,Каквото,Kakvoto,каквото,
1,разочарован,razocharovan,разочарован,
1,скъпоцен,skapotsen,скъпоцен,
1,причинени,prichineni,причиня,
1,Славната,Slavnata,славен,
1,съществуваща,sashtestvuvashta,съществуващ,
1,съвършената,savarshenata,съвършен,
1,Създател,Sazdatel,създател,
1,милостив,milostiv,милостив,
1,покварата,pokvarata,покварата,
1,наранените,naranenite,нараня,
1,хора15,hora15,хора15,
1,съкрушени16,sakrusheni16,съкрушени16,
1,считали,schitali,считали,
1,изгубена,izgubena,изгубен,
1,смятали,smyatali,смятам,
1,представяли,predstavyali,представям,
1,сексуално,seksualno,сексуално,
1,вербално,verbalno,вербално,
1,побой,poboy,побой,
1,прикриват,prikrivat,прикриват,
1,тежките,tezhkite,тежък,
1,разминава,razminava,разминава,
1,намеренията,namereniyata,намерение,
1,сърцето17,sartseto17,сърцето17,
1,въздадено18,vazdadeno18,въздадено18,
1,Чудодейно,Chudodeyno,чудодейно,
1,покайващите,pokayvashtite,покайващите,
1,Упражнилите,Uprazhnilite,упражнилите,
1,изповядат,izpovyadat,изповядат,
1,отрекат,otrekat,отрека,
1,компенсират,kompensirat,компенсират,
1,причиненото,prichinenoto,причиня,
1,възстановят,vazstanovyat,възстановя,
1,щетите,shtetite,щетите,
1,обвинените,obvinenite,обвиня,
1,неописуемото,neopisuemoto,неописуемото,
1,бреме,breme,бреме,
1,чистилище,chistilishte,чистилище,
1,страдал,stradal,страдам,
1,възтържествува,vaztarzhestvuva,възтържествува,
1,застанат,zastanat,застана,
1,понесат,ponesat,понеса,
1,мерзките,merzkite,мерзките,
1,престъпления,prestapleniya,престъпление,
1,осъждането,osazhdaneto,осъждането,
1,съблазни,sablazni,съблазън,
1,окачи,okachi,окача,
1,воденичен,vodenichen,воденичен,
1,потъне,potane,потъна,
1,морските,morskite,морски,
1,дълбочини,dalbochini,дълбочини,
1,понесли,ponesli,понеса,
1,начисто,nachisto,начисто,
1,Гетсиманската,Getsimanskata,гетсиманската,
1,градина,gradina,градина,
1,Голгота,Golgota,голгота,
1,Си…,Si…,си…,
1,изпитвани,izpitvani,изпитвам,
1,освободите,osvobodite,освободите,
1,оставите,ostavite,оставя,
1,мил,mil,мил,
1,Крадецът,Kradetsat,крадец,
1,открадне,otkradne,открадне,
1,заколи,zakoli,заколи,
1,погуби,pogubi,погуби,
1,дойдох,doydoh,дойда,
1,преодолявате,preodolyavate,преодолявате,
1,побеждавате,pobezhdavate,побеждавам,
1,специалист,spetsialist,специалист,
1,неизцелимото,neiztselimoto,неизцелимото,
1,непоправимото,nepopravimoto,непоправимото,
1,обещае22,obeshtae22,обещае22,
1,Abuse,Abuse,abuse,
1,рубриката,rubrikata,рубриката,
1,Library,Library,library,
1,новопокръстения,novopokrasteniya,новопокръстения,
1,насърчително,nasarchitelno,насърчително,
1,31:3,31:3,31:3,
1,случващо,sluchvashto,случващо,
1,сравни,sravni,сравня,
1,величина,velichina,величина,
1,величественост,velichestvenost,величественост,
1,каузи,kauzi,каузи,
1,Невъзможно,Nevazmozhno,невъзможно,
1,посочим,posochim,посоча,
1,желали,zhelali,желая,
1,реализирате,realizirate,реализирате,
1,Хора,Hora,хора,
1,оглед,ogled,оглед,
1,по-обединяваща,po-obedinyavashta,по-обединявам,
1,най-благородни,nay-blagorodni,благороден,
1,дори…,dori…,дори…,
1,най-елитен,nay-eliten,най-елитен,
1,заключителен,zaklyuchitelen,заключителен,
1,участници,uchastnitsi,участница,
1,герои,geroi,герой,
1,подготвени,podgotveni,подготвен,
1,138:53–56,138:53–56,138:53–56,
1,ценността,tsennostta,ценност,
1,18:10,18:10,18:10,
1,наслед,nasled,наслед,
1,11:33,11:33,11:33,
1,ще…,shte…,ще…,
1,84:38,84:38,84:38,
1,работниците,rabotnitsite,работник,
1,10:2,10:2,10:2,
1,предлагаме,predlagame,предлагам,
1,предприеме,predprieme,предприема,
1,стъпка,stapka,стъпка,
1,сключи,sklyuchi,сключа,
1,кръщелни,krashtelni,кръщелни,
1,отвлича,otvlicha,отвличам,
1,най-свещена,nay-sveshtena,най-свещен,
1,използвайки,izpolzvayki,използвам,
1,несигурност,nesigurnost,несигурност,
1,преживяването,prezhivyavaneto,преживявам,
1,напускане,napuskane,напускане,
1,прекъсване,prekasvane,прекъсване,
1,романтични,romantichni,романтични,
1,изпита,izpita,изпитам,
1,възникнат,vazniknat,възникнат,
1,очевидни,ochevidni,очевиден,
1,безпокойства,bezpokoystva,безпокойство,
1,подготвях,podgotvyah,подготвях,
1,изненадващо,iznenadvashto,изненадвам,
1,появиха,poyaviha,появя,
1,опитващи,opitvashti,опитващи,
1,обезсърчат,obezsarchat,обезсърчат,
1,разбра,razbra,разбера,
1,посещенията,poseshteniyata,посещение,
1,разубеди,razubedi,разубеди,
1,най-малка,nay-malka,най-малък,
1,зъболекарят,zabolekaryat,зъболекар,
1,Прекъсването,Prekasvaneto,прекъсване,
1,сложна,slozhna,сложен,
1,поисках,poiskah,поискам,
1,прекъсна,prekasna,прекъсна,
1,Щях,Shtyah,ща,
1,загубя,zagubya,загубя,
1,върнех,varneh,върнех,
1,сериозен,seriozen,сериозен,
1,проблем,problem,проблем,
1,положи,polozhi,положа,
1,жестока,zhestoka,жесток,
1,конкуренция,konkurentsiya,конкуренция,
1,настояване,nastoyavane,настояване,
1,неохота,neohota,неохота,
1,изтече,izteche,изтека,
1,прекъсването,prekasvaneto,прекъсване,
1,могъл,mogal,мога,
1,подам,podam,подам,
1,удължаване,udalzhavane,удължаване,
1,извънредни,izvanredni,извънреден,
1,прието,prieto,приема,
1,отхвърлено,othvarleno,отхвърля,
1,явявам,yavyavam,явявам,
1,двегодишно,dvegodishno,двегодишно,
1,откъсване,otkasvane,откъсване,
1,обучението,obuchenieto,обучение,
1,харесвах,haresvah,харесвах,
1,Мислех,Misleh,мисля,
1,рискувам,riskuvam,рискувам,
1,слязох,slyazoh,сляза,
1,върша,varsha,върша,
1,6:38,6:38,6:38,
1,лесна,lesna,лесен,
1,най-велики,nay-veliki,най-велик,
1,потрепер,potreper,потрепер,
1,кърв,karv,кърв,
1,пора,pora,пора,
1,страд,strad,страд,
1,тялом,tyalom,тялом,
1,духом,duhom,духом,
1,иск,isk,иск,
1,мож,mozh,мож,
1,пи,pi,пия,
1,горчивата,gorchivata,горчивата,
1,чаша,chasha,чаша,
1,отдръпн,otdrapn,отдръпн,
1,отп,otp,отп,
1,завърш,zavarsh,завърш,
1,приготовленията,prigotovleniyata,приготовленията,
1,19:18–19,19:18–19,19:18–19,
1,Отслужването,Otsluzhvaneto,отслужването,
1,обещават,obeshtavat,обещавам,
1,Вярно,Vyarno,вярно,
1,замина,zamina,замина,
1,Намерих,Namerih,намеря,
1,Университетът,Universitetat,университет,
1,Направиха,Napraviha,направя,
1,младата,mladata,млад,
1,омъжи,omazhi,омъжа,
1,55:8–9,55:8–9,55:8–9,
1,пълновременен,palnovremenen,пълновременен,
1,неоспоримо,neosporimo,неоспорим,
1,по-силно,po-silno,силен,
1,завличан,zavlichan,завличам,
1,Ефесяните,Efesyanite,ефесяните,
1,4:14,4:14,4:14,
1,Престанах,Prestanah,престана,
1,преподавам,prepodavam,преподавам,
1,посрещам,posreshtam,посрещам,
1,Наблюдавайки,Nablyudavayki,наблюдавам,
1,срещах,sreshtah,срещам,
1,преподавах,prepodavah,преподавах,
1,истинни,istinni,истинен,
1,грехът,grehat,грехът,
1,преуспяваме,preuspyavame,преуспяваме,
1,2:41,2:41,2:41,
1,41:10,41:10,41:10,
1,зрял,zryal,зрял,
1,родителство,roditelstvo,родителство,
1,професионален,profesionalen,професионален,
1,обществен,obshtestven,обществен,
1,нараснала,narasnala,нараснала,
1,спомогна,spomogna,спомогна,
1,представям,predstavyam,представям,
1,споделих,spodelih,споделих,
1,добродетелна,dobrodetelna,добродетелна,
1,мъдра,madra,мъдър,
1,забавна,zabavna,забавен,
1,представях,predstavyah,представям,
1,служ,sluzh,служ,
1,по-нататъшния,po-natatashniya,по-нататъшния,
1,Научих,Nauchih,науча,
1,струват,struvat,струвам,
1,отправям,otpravyam,отправям,
1,постъпите,postapite,постъпите,
1,Абсолютно,Absolyutno,абсолютно,
1,Родени,Rodeni,роден,
1,пълновременни,palnovremenni,пълновременни,
1,велик,velik,велик,
1,трудна,trudna,труден,
1,Негова,Negova,негова,
1,84:88,84:88,84:88,
1,изненадан,iznenadan,изненадам,
1,Приятели,Priyateli,приятел,
1,холандско,holandsko,холандско,
1,американско,amerikansko,американски,
1,китайско,kitaysko,китайски,
1,Експерти,Eksperti,експерт,
1,изчисляват,izchislyavat,изчислявам,
1,70,70,70,
1,110,110,110,
1,Вероятно,Veroyatno,вероятно,
1,дъжда,dazhda,дъжд,
1,мойто,moyto,мойто,
1,гали,gali,гал,
1,Клатушкал,Klatushkal,клатушкал,
1,пингвини,pingvini,пингвин,
1,Антарктика,Antarktika,антарктика,
1,сираци,siratsi,сирак,
1,Гватемала,Gvatemala,гватемала,
1,улиците,ulitsite,улица,
1,Камбоджа,Kambodzha,Камбоджа,
1,резервата,rezervata,резерват,
1,Масай,Masay,масай,
1,Мара,Mara,мара,
1,Кения,Keniya,кения,
1,давал,daval,давам,
1,Чакал,Chakal,чакал,
1,помагах,pomagah,помагам,
1,лекаря,lekarya,лекар,
1,Уповавам,Upovavam,уповавам,
1,радост2,radost2,радост2,
1,време3,vreme3,време3,
1,Познавате,Poznavate,познавате,
1,Населението,Naselenieto,население,
1,нараства,narastva,нараствам,
1,"1,1","1,1","1,1",
1,"7,8","7,8","7,8",
1,г.4,g.4,г.4,
1,Годината,Godinata,година,
1,повратна,povratna,повратна,
1,родените,rodenite,роден,
1,разполагат,razpolagat,разполагам,
1,архиви,arhivi,архива,
1,сетите,setite,сетите,
1,спомен,spomen,спомен,
1,роднина,rodnina,роднина,
1,Какъвто,Kakavto,какъвто,
1,общият,obshtiyat,общ,
1,броимо,broimo,броимо,
1,баща5,bashta5,баща5,
1,осиновяване,osinovyavane,осиновявам,
1,837,837,837,
1,сл,sl,сл,
1,Хр.,Hr.,хр.,
1,30-и,30-i,30-и,
1,прадядо,pradyado,прадядо,
1,Дракон,Drakon,дракон,
1,основал,osnoval,основал,
1,селото,seloto,село,
1,Южен,Yuzhen,южен,
1,село,selo,село,
1,Wenhan,Wenhan,wenhan,
1,huilaile,huilaile,huilaile,
1,майчина,maychina,майчина,
1,открием6,otkriem6,открием6,
1,направено,napraveno,направя,
1,пралеля,pralelya,пралеля,
1,братовчедите,bratovchedite,братовчедите,
1,10-те,10-te,10-те,
1,FamilySearch,FamilySearch,familysearch,
1,"1,3-те","1,3-te","1,3-те",
1,Family,Family,family,
1,Tree7,Tree7,tree7,
1,Поканете,Pokanete,поканете,
1,нарисуват,narisuvat,нарисуват,
1,клони8,kloni8,клони8,
1,десетото,desetoto,десети,
1,вчерашния,vcherashniya,вчерашен,
1,корените,korenite,корен,
1,дърво9,darvo9,дърво9,
1,родна,rodna,роден,
1,произход,proizhod,произход,
1,проследят,prosledyat,проследят,
1,произхода,proizhoda,произход,
1,Индия,Indiya,Индия,
1,части,chasti,част,
1,Азия,Aziya,Азия,
1,Тихия,Tihiya,тих,
1,океан,okean,океан,
1,Южна,Yuzhna,южен,
1,Америка10,Amerika10,америка10,
1,свързаха,svarzaha,свързаха,
1,стария,stariya,стар,
1,Уинипег,Uinipeg,уинипег,
1,дядото,dyadoto,дядо,
1,разказал,razkazal,разкажа,
1,нарекъл,narekal,нарека,
1,донесли,donesli,донеса,
1,променяйки,promenyayki,променям,
1,детството,detstvoto,детство,
1,Приключенията,Priklyucheniyata,приключение,
1,събрани,sabrani,събран,
1,съставя,sastavya,съставя,
1,Дневник,Dnevnik,дневник,
1,загина,zagina,загина,
1,автомобилна,avtomobilna,автомобилен,
1,катастрофа,katastrofa,катастрофа,
1,опознае,opoznae,опознае,
1,съхранява,sahranyava,съхранявам,
1,попитани,popitani,попитам,
1,смисъла,smisala,смисъл,
1,място11,myasto11,място11,
1,преставаме,prestavame,преставаме,
1,Продължаваме,Prodalzhavame,продължавам,
1,помнени12,pomneni12,помнени12,
1,помним,pomnim,помним,
1,предавани,predavani,предавани,
1,родови,rodovi,родови,
1,летописи,letopisi,летописи,
1,паметници,pametnitsi,паметници,
1,възпоменателни,vazpomenatelni,възпоменателни,
1,празненства,praznenstva,празненства,
1,храни,hrani,храна,
1,предмети,predmeti,предмет,
1,напомнят,napomnyat,напомням,
1,живеете,zhiveete,живея,
1,прекрасно,prekrasno,прекрасен,
1,почитат,pochitat,почитам,
1,есенната,esennata,есенен,
1,реколта,rekolta,реколта,
1,Саут,Saut,саут,
1,Молтън,Moltan,молтън,
1,Девъншир,Devanshir,девъншир,
1,открихме,otkrihme,открихме,
1,малката,malkata,малък,
1,фамилията,familiyata,фамилия,
1,Боудън,Boudan,боудън,
1,разтваряме,raztvaryame,разтваряме,
1,история13,istoriya13,история13,
1,свързващото,svarzvashtoto,свързващото,
1,звено14,zveno14,звено14,
1,веригата,verigata,верига,
1,поколенията15,pokoleniyata15,поколенията15,
1,егоцентрична,egotsentrichna,егоцентрична,
1,епоха,epoha,епоха,
1,общностите,obshtnostite,общностите,
1,сближават,sblizhavat,сближават,
1,съдържателни,sadarzhatelni,съдържателни,
1,Трябват,Tryabvat,трябвам,
1,крила,krila,крило,
1,съдържателна,sadarzhatelna,съдържателна,
1,фасадите,fasadite,фасадите,
1,учудващи,uchudvashti,учудващи,
1,сила16,sila16,сила16,
1,жертвите,zhertvite,жертва,
1,придобиват,pridobivat,придобивам,
1,издържливост,izdarzhlivost,издържливост,
1,Получаваме,Poluchavame,получавам,
1,близост,blizost,близост,
1,благодарността,blagodarnostta,благодарността,
1,Семействата,Semeystvata,семейство,
1,тъга,taga,тъга,
1,обгрижват,obgrizhvat,обгрижват,
1,защитават,zashtitavat,защитават,
1,засрамени,zasrameni,засрамени,
1,куха,kuha,куха,
1,черупка,cherupka,черупка,
1,небесна,nebesna,небесна,
1,помирим,pomirim,помирим,
1,друг17,drug17,друг17,
1,непоколебимата,nepokolebimata,непоколебим,
1,трайните,traynite,трайните,
1,изпитващо,izpitvashto,изпитвам,
1,сменяла,smenyala,сменяла,
1,местоживеенето,mestozhiveeneto,местоживеенето,
1,намирала,namirala,намирала,
1,приета,prieta,приема,
1,Генетиката,Genetikata,генетиката,
1,семейните,semeynite,семейните,
1,модели,modeli,модел,
1,Вечността,Vechnostta,вечност,
1,дълга,dalga,дълг,
1,натъжаваме,natazhavame,натъжаваме,
1,кратко,kratko,кратък,
1,ценните,tsennite,ценен,
1,приключват,priklyuchvat,приключват,
1,променят18,promenyat18,променят18,
1,изцеляват,iztselyavat,изцеляват,
1,Безкористната,Bezkoristnata,безкористната,
1,обични,obichni,обични,
1,Осветени,Osveteni,осветен,
1,семейства19,semeystva19,семейства19,
1,създаване,sazdavane,създавам,
1,творим,tvorim,творим,
1,необичайно,neobichayno,необичаен,
1,Създаваните,Sazdavanite,създавам,
1,слава21,slava21,слава21,
1,съединяване,saedinyavane,съединяване,
1,образ,obraz,образ,
1,отразява,otrazyava,отразявам,
1,безкрайността,bezkraynostta,безкрайността,
1,огледала,ogledala,огледало,
1,едната,ednata,един,
1,внучка,vnuchka,внучка,
1,правнучка,pravnuchka,правнучка,
1,усмихнете,usmihnete,усмихнете,
1,минава,minava,минавам,
1,Съберете,Saberete,събера,
1,направете,napravete,направя,
1,Запишете,Zapishete,запиша,
